,INSTITUICAO_ENSINO_ALUNO,IDADE_ALUNO,ANOS_PM,PONTO_VIRADA,INDE,INDE_CONCEITO,PEDRA,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,IAA,IEG,IPS,IDA,IPP,IPV,IAN,NOME,ANO,FASE,TURMA,REC_EQUIPE_4,CF,REC_AVA_3,CG,REC_AVA_1,REC_EQUIPE_2,BOLSISTA,REC_AVA_2,NIVEL_IDEAL,ANO_INGRESSO,REC_EQUIPE_1,REC_EQUIPE_3,REC_AVA_4,QTD_AVAL,DEFASAGEM,SINALIZADOR_INGRESSANTE,INDICADO_BOLSA,CT,NOTA_PORT,NOTA_MAT,NOTA_ING
2404,,,,,,,,,,,,,,,,,,ALUNO-1056,2021,,,,,,,,,,,,,,,,,,,,,,,
2405,Escola Pública,,,Sim,7.494,,Ametista,,,,8.3,5.6,7.5,5.8,8.3,9.0,10.0,ALUNO-1057,2021,3.0,L,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,0.0,Ingressante,,,,,
2406,,,,,,,,,,,,,,,,,,ALUNO-1058,2021,,,,,,,,,,,,,,,,,,,,,,,
2407,,,,,,,,,,,,,,,,,,ALUNO-1059,2021,,,,,,,,,,,,,,,,,,,,,,,
2408,,,,,,,,,,,,,,,,,,ALUNO-1060,2021,,,,,,,,,,,,,,,,,,,,,,,
2409,,,,,,,,,,,,,,,,,,ALUNO-1061,2021,,,,,,,,,,,,,,,,,,,,,,,
2410,,,,,,,,,,,,,,,,,,ALUNO-1062,2021,,,,,,,,,,,,,,,,,,,,,,,
2411,Escola Pública,,,Não,4.900,,Quartzo,,,,9.5,0.0,7.5,2.3,7.5,7.5,5.0,ALUNO-1063,2021,0.0,S,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Não avaliado,Não avaliado,,,-1.0,Ingressante,,,,,
2412,Escola Pública,,,Não,6.817,,Ágata,,,,10.0,10.0,0.0,6.3,5.0,7.8,5.0,ALUNO-1064,2021,0.0,N,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Não avaliado,,,-2.0,Ingressante,,,,,
2413,Escola Pública,,,Não,8.000,,Ametista,,,,9.5,10.0,7.5,7.0,7.5,8.3,5.0,ALUNO-1065,2021,0.0,R,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Mantido na Fase atual,Não avaliado,,,-1.0,Ingressante,,,,,
2414,Escola Pública,,,Não,6.540,,Ágata,,,,6.7,4.7,7.5,5.8,7.3,6.5,10.0,ALUNO-1066,2021,3.0,M,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Ingressante,,,,,
2415,Escola Pública,,,Sim,8.544,,Topázio,,,,9.5,10.0,7.5,8.1,8.8,9.2,5.0,ALUNO-1067,2021,1.0,E,Não avaliado,,,,,Promovido de Fase,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
2416,Escola Pública,,,Não,7.501,,Ametista,,,,9.2,8.6,7.5,6.8,8.1,7.2,5.0,ALUNO-1068,2021,6.0,A,Promovido de Fase,,,,,Promovido de Fase,,,Nível 7 (3o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,-1.0,Ingressante,,,,,
2417,,,,,,,,,,,,,,,,,,ALUNO-1069,2021,,,,,,,,,,,,,,,,,,,,,,,
2418,Escola Pública,,,Não,7.758,,Ametista,,,,9.5,9.6,7.5,5.4,8.3,8.7,5.0,ALUNO-1070,2021,1.0,E,Não avaliado,,,,,Promovido de Fase,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
2419,Escola Pública,,,Não,7.194,,Ametista,,,,9.5,7.1,7.5,5.7,7.3,8.6,5.0,ALUNO-1071,2021,2.0,A,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2420,Escola Pública,,,Não,7.033,,Ametista,,,,9.2,5.3,7.5,4.6,7.5,8.2,10.0,ALUNO-1072,2021,3.0,C,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Veterano,,,,,
2421,Escola Pública,,,Não,6.914,,Ametista,,,,8.5,8.3,7.5,5.4,7.5,6.6,5.0,ALUNO-1073,2021,1.0,B,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2422,,,,,,,,,,,,,,,,,,ALUNO-1074,2021,,,,,,,,,,,,,,,,,,,,,,,
2423,Rede Decisão,,,Sim,7.859,,Ametista,,,,7.5,7.2,7.5,6.3,7.8,9.4,10.0,ALUNO-1075,2021,5.0,A,Mantido na Fase atual,,,,,Promovido de Fase + Bolsa,,,Nível 5 (1o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,0.0,Veterano,,,,,
2424,,,,,,,,,,,,,,,,,,ALUNO-1076,2021,,,,,,,,,,,,,,,,,,,,,,,
2425,,,,,,,,,,,,,,,,,,ALUNO-1077,2021,,,,,,,,,,,,,,,,,,,,,,,
2426,Escola Pública,,,Não,4.450,,Quartzo,,,,9.0,1.7,8.1,0.0,7.7,5.7,5.0,ALUNO-1078,2021,2.0,R,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2427,,,,,,,,,,,,,,,,,,ALUNO-1079,2021,,,,,,,,,,,,,,,,,,,,,,,
2428,,,,,,,,,,,,,,,,,,ALUNO-1080,2021,,,,,,,,,,,,,,,,,,,,,,,
2429,,,,,,,,,,,,,,,,,,ALUNO-1081,2021,,,,,,,,,,,,,,,,,,,,,,,
2430,,,,,,,,,,,,,,,,,,ALUNO-1082,2021,,,,,,,,,,,,,,,,,,,,,,,
2431,Escola Pública,,,Não,3.498,,Quartzo,,,,0.0,2.9,5.0,0.0,7.8,5.7,5.0,ALUNO-1083,2021,2.0,E,Não avaliado,,,,,Mantido na Fase atual,,,Nível 4 (9o ano),,Mantido na Fase atual,Não avaliado,,,-2.0,Ingressante,,,,,
2432,Escola Pública,,,Não,7.954,,Ametista,,,,8.0,9.6,6.9,5.6,7.9,8.2,10.0,ALUNO-1084,2021,1.0,F,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Veterano,,,,,
2433,Escola Pública,,,Não,6.234,,Ágata,,,,8.8,7.5,7.5,3.9,7.3,5.5,5.0,ALUNO-1085,2021,4.0,L,Promovido de Fase,,,,,Mantido na Fase atual,,,Nível 5 (1o EM),,Promovido de Fase,Promovido de Fase,,,-1.0,Ingressante,,,,,
2434,Escola Pública,,,Não,7.746,,Ametista,,,,7.9,10.0,7.5,6.2,7.5,8.6,5.0,ALUNO-1086,2021,0.0,O,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Não avaliado,,,-2.0,Ingressante,,,,,
2435,Escola Pública,,,Não,7.329,,Ametista,,,,8.5,8.8,7.5,5.0,8.1,8.3,5.0,ALUNO-1087,2021,2.0,M,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Promovido de Fase,,,-1.0,Veterano,,,,,
2436,,,,,,,,,,,,,,,,,,ALUNO-1088,2021,,,,,,,,,,,,,,,,,,,,,,,
2437,Escola Pública,,,Não,5.653,,Ágata,,,,9.0,2.9,7.5,3.6,7.5,7.2,5.0,ALUNO-1089,2021,1.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2438,Escola Pública,,,Sim,7.179,,Ametista,,,,8.5,8.8,7.5,3.7,7.9,9.0,5.0,ALUNO-1090,2021,1.0,M,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2439,,,,,,,,,,,,,,,,,,ALUNO-1091,2021,,,,,,,,,,,,,,,,,,,,,,,
2440,,,,,,,,,,,,,,,,,,ALUNO-1092,2021,,,,,,,,,,,,,,,,,,,,,,,
2441,Rede Decisão,,,Não,7.225,,Ametista,,,,7.9,7.2,7.5,5.4,8.0,6.8,10.0,ALUNO-1093,2021,6.0,A,Promovido de Fase,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase + Bolsa,,,3.0,Veterano,,,,,
2442,,,,,,,,,,,,,,,,,,ALUNO-1094,2021,,,,,,,,,,,,,,,,,,,,,,,
2443,Escola Pública,,,Sim,9.294,,Topázio,,,,10.0,9.2,8.1,8.9,9.2,9.7,10.0,ALUNO-1095,2021,1.0,C,Não avaliado,,,,,Promovido de Fase + Bolsa,,,ALFA  (2o e 3o ano),,Promovido de Fase,Promovido de Fase,,,1.0,Veterano,,,,,
2444,Rede Decisão,,,Sim,8.814,,Topázio,,,,10.0,8.9,7.5,7.5,8.3,9.7,10.0,ALUNO-1096,2021,3.0,B,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase + Bolsa,Promovido de Fase,,,0.0,Veterano,,,,,
2445,,,,,,,,,,,,,,,,,,ALUNO-1097,2021,,,,,,,,,,,,,,,,,,,,,,,
2446,Escola Pública,,,Não,8.313,,Topázio,,,,10.0,10.0,7.5,5.3,7.5,8.8,10.0,ALUNO-1098,2021,0.0,L,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
2447,Escola Pública,,,Não,8.331,,Topázio,,,,10.0,9.6,6.3,5.9,8.1,8.9,10.0,ALUNO-1099,2021,1.0,F,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Ingressante,,,,,
2448,,,,,,,,,,,,,,,,,,ALUNO-1100,2021,,,,,,,,,,,,,,,,,,,,,,,
2449,,,,,,,,,,,,,,,,,,ALUNO-1101,2021,,,,,,,,,,,,,,,,,,,,,,,
2450,,,,,,,,,,,,,,,,,,ALUNO-1102,2021,,,,,,,,,,,,,,,,,,,,,,,
2451,Escola Pública,,,Não,4.000,,Quartzo,,,,0.0,2.9,5.6,3.3,6.0,5.5,5.0,ALUNO-1103,2021,2.0,G,Não avaliado,,,,,Promovido de Fase,,,Nível 4 (9o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-2.0,Veterano,,,,,
2452,Escola Pública,,,Não,6.889,,Ametista,,,,9.5,7.9,7.5,3.6,7.9,7.9,5.0,ALUNO-1104,2021,1.0,N,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2453,Escola Pública,,,Não,6.621,,Ágata,,,,9.5,6.3,6.3,5.5,7.3,7.3,5.0,ALUNO-1105,2021,2.0,D,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2454,,,,,,,,,,,,,,,,,,ALUNO-1106,2021,,,,,,,,,,,,,,,,,,,,,,,
2455,Escola Pública,,,Não,8.217,,Ametista,,,,10.0,9.6,7.5,8.0,7.5,8.5,5.0,ALUNO-1107,2021,2.0,B,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Ingressante,,,,,
2456,,,,,,,,,,,,,,,,,,ALUNO-1108,2021,,,,,,,,,,,,,,,,,,,,,,,
2457,,,,,,,,,,,,,,,,,,ALUNO-1109,2021,,,,,,,,,,,,,,,,,,,,,,,
2458,Escola Pública,,,Não,6.871,,Ágata,,,,9.0,5.4,7.5,5.1,6.5,7.3,10.0,ALUNO-1110,2021,2.0,A,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Veterano,,,,,
2459,,,,,,,,,,,,,,,,,,ALUNO-1111,2021,,,,,,,,,,,,,,,,,,,,,,,
2460,Rede Decisão,,,Não,7.242,,Ametista,,,,8.3,7.2,6.3,6.5,7.8,6.3,10.0,ALUNO-1112,2021,7.0,A,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 7 (3o EM),,Mantido na Fase atual,Promovido de Fase + Bolsa,,,0.0,Veterano,,,,,
2461,,,,,,,,,,,,,,,,,,ALUNO-1113,2021,,,,,,,,,,,,,,,,,,,,,,,
2462,Escola Pública,,,Não,6.376,,Ágata,,,,7.5,4.4,7.5,6.5,6.9,5.0,10.0,ALUNO-1114,2021,3.0,M,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Ingressante,,,,,
2463,Escola Pública,,,Não,3.638,,Quartzo,,,,0.0,1.7,6.9,0.4,7.1,6.7,5.0,ALUNO-1115,2021,1.0,E,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-2.0,Ingressante,,,,,
2464,,,,,,,,,,,,,,,,,,ALUNO-1116,2021,,,,,,,,,,,,,,,,,,,,,,,
2465,Escola Pública,,,Não,7.129,,Ametista,,,,9.5,8.3,0.0,6.8,7.5,7.0,10.0,ALUNO-1117,2021,0.0,N,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
2466,,,,,,,,,,,,,,,,,,ALUNO-1118,2021,,,,,,,,,,,,,,,,,,,,,,,
2467,Escola Pública,,,Não,7.383,,Ametista,,,,10.0,5.8,7.5,5.6,7.1,8.2,10.0,ALUNO-1119,2021,2.0,A,Não avaliado,,,,,Promovido de Fase,,,Nível 1 (4o ano),,Mantido na Fase atual,Mantido na Fase atual,,,1.0,Veterano,,,,,
2468,,,,,,,,,,,,,,,,,,ALUNO-1120,2021,,,,,,,,,,,,,,,,,,,,,,,
2469,,,,,,,,,,,,,,,,,,ALUNO-1121,2021,,,,,,,,,,,,,,,,,,,,,,,
2470,Escola Pública,,,Não,7.906,,Ametista,,,,8.8,5.8,7.5,8.4,7.8,8.3,10.0,ALUNO-1122,2021,4.0,L,Promovido de Fase + Bolsa,,,,,Promovido de Fase + Bolsa,,,Nível 4 (9o ano),,Promovido de Fase,Promovido de Fase,,,0.0,Ingressante,,,,,
2471,Rede Decisão,,,Não,7.634,,Ametista,,,,7.5,8.6,6.3,7.5,8.3,8.5,5.0,ALUNO-1123,2021,4.0,G,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 6 (2o EM),,Promovido de Fase + Bolsa,Promovido de Fase,,,-2.0,Ingressante,,,,,
2472,Escola Pública,,,Não,7.264,,Ametista,,,,7.9,8.6,5.6,6.0,8.1,8.4,5.0,ALUNO-1124,2021,4.0,F,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 6 (2o EM),,Promovido de Fase,Promovido de Fase,,,-2.0,Ingressante,,,,,
2473,,,,,,,,,,,,,,,,,,ALUNO-1125,2021,,,,,,,,,,,,,,,,,,,,,,,
2474,Escola Pública,,,Não,5.047,,Quartzo,,,,7.1,3.3,7.5,4.0,6.7,4.8,5.0,ALUNO-1126,2021,3.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 4 (9o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2475,Rede Decisão,,,Não,7.547,,Ametista,,,,9.2,7.8,6.3,5.5,7.9,7.8,10.0,ALUNO-1127,2021,3.0,A,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Veterano,,,,,
2476,Rede Decisão,,,Não,7.961,,Ametista,,,,9.2,8.9,5.0,8.1,8.8,8.9,5.0,ALUNO-1128,2021,4.0,F,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 5 (1o EM),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
2477,Escola Pública,,,Não,7.261,,Ametista,,,,6.8,7.9,6.9,4.6,7.7,8.1,10.0,ALUNO-1129,2021,2.0,I,Não avaliado,,,,,Promovido de Fase,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Veterano,,,,,
2478,Rede Decisão,,,Sim,9.107,,Topázio,,,,10.0,10.0,7.5,9.5,9.8,9.9,5.0,ALUNO-1130,2021,2.0,N,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Promovido de Fase + Bolsa,Promovido de Fase,,,-1.0,Veterano,,,,,
2479,Escola Pública,,,Não,5.774,,Ágata,,,,7.1,5.6,7.5,4.1,6.9,6.0,5.0,ALUNO-1131,2021,3.0,M,Não avaliado,,,,,Alocado em Fase anterior,,,Nível 4 (9o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2480,Rede Decisão,,,Não,7.584,,Ametista,,,,7.1,8.6,7.5,8.0,8.3,7.4,5.0,ALUNO-1132,2021,7.0,A,Promovido de Fase + Bolsa,,,,,Promovido de Fase + Bolsa,,,Nível 8 (Universitários),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,-1.0,Veterano,,,,,
2481,,,,,,,,,,,,,,,,,,ALUNO-1133,2021,,,,,,,,,,,,,,,,,,,,,,,
2482,,,,,,,,,,,,,,,,,,ALUNO-1134,2021,,,,,,,,,,,,,,,,,,,,,,,
2483,,,,,,,,,,,,,,,,,,ALUNO-1135,2021,,,,,,,,,,,,,,,,,,,,,,,
2484,Escola Pública,,,Sim,8.292,,Topázio,,,,8.8,9.2,7.5,8.2,8.8,9.1,5.0,ALUNO-1136,2021,4.0,E,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 5 (1o EM),,Promovido de Fase + Bolsa,Promovido de Fase,,,-1.0,Veterano,,,,,
2485,,,,,,,,,,,,,,,,,,ALUNO-1137,2021,,,,,,,,,,,,,,,,,,,,,,,
2486,,,,,,,,,,,,,,,,,,ALUNO-1138,2021,,,,,,,,,,,,,,,,,,,,,,,
2487,Escola Pública,,,Não,6.497,,Ágata,,,,8.8,5.8,7.5,5.0,7.5,7.3,5.0,ALUNO-1139,2021,3.0,C,Não avaliado,,,,,Promovido de Fase,,,Nível 4 (9o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2488,Escola Pública,,,Não,6.545,,Ágata,,,,7.5,6.1,7.5,5.5,7.8,7.2,5.0,ALUNO-1140,2021,5.0,B,Mantido na Fase atual,,,,,Alocado em Fase anterior,,,Nível 7 (3o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,-2.0,Ingressante,,,,,
2489,Escola Pública,,,Não,6.969,,Ametista,,,,7.4,5.0,7.5,6.9,8.1,8.9,5.0,ALUNO-1141,2021,2.0,P,Não avaliado,,,,,Promovido de Fase,,,Nível 4 (9o ano),,Promovido de Fase + Bolsa,Promovido de Fase,,,-2.0,Veterano,,,,,
2490,,,,,,,,,,,,,,,,,,ALUNO-1142,2021,,,,,,,,,,,,,,,,,,,,,,,
2491,Escola Pública,,,Não,7.154,,Ametista,,,,8.5,10.0,3.8,6.3,7.5,7.1,5.0,ALUNO-1143,2021,0.0,O,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Mantido na Fase atual,Não avaliado,,,-1.0,Ingressante,,,,,
2492,,,,,,,,,,,,,,,,,,ALUNO-1144,2021,,,,,,,,,,,,,,,,,,,,,,,
2493,,,,,,,,,,,,,,,,,,ALUNO-1145,2021,,,,,,,,,,,,,,,,,,,,,,,
2494,Escola Pública,,,Não,7.775,,Ametista,,,,9.6,7.2,7.5,6.1,7.5,8.3,10.0,ALUNO-1146,2021,3.0,A,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Ingressante,,,,,
2495,Escola Pública,,,Não,8.181,,Ametista,,,,9.6,8.1,7.5,8.9,8.8,8.6,5.0,ALUNO-1147,2021,5.0,L,Promovido de Fase + Bolsa,,,,,Promovido de Fase,,,Nível 6 (2o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,-1.0,Ingressante,,,,,
2496,,,,,,,,,,,,,,,,,,ALUNO-1148,2021,,,,,,,,,,,,,,,,,,,,,,,
2497,Escola Pública,,,Não,5.825,,Ágata,,,,9.0,4.2,7.5,5.4,5.0,6.3,5.0,ALUNO-1149,2021,0.0,P,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Não avaliado,,,-2.0,Veterano,,,,,
2498,Escola Pública,,,Não,7.318,,Ametista,,,,8.0,8.8,7.5,5.8,8.3,7.6,5.0,ALUNO-1150,2021,1.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2499,Escola Pública,,,Não,5.931,,Ágata,,,,0.0,5.3,7.5,7.8,7.9,6.3,5.0,ALUNO-1151,2021,3.0,L,Não avaliado,,,,,Promovido de Fase,,,Nível 4 (9o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Ingressante,,,,,
2500,,,,,,,,,,,,,,,,,,ALUNO-1152,2021,,,,,,,,,,,,,,,,,,,,,,,
2501,,,,,,,,,,,,,,,,,,ALUNO-1153,2021,,,,,,,,,,,,,,,,,,,,,,,
2502,,,,,,,,,,,,,,,,,,ALUNO-1154,2021,,,,,,,,,,,,,,,,,,,,,,,
2503,Escola Pública,,,Sim,9.048,,Topázio,,,,9.5,10.0,7.5,7.7,8.4,9.8,10.0,ALUNO-1155,2021,0.0,R,Não avaliado,,,,,Promovido de Fase + Bolsa,,,ALFA  (2o e 3o ano),,Promovido de Fase + Bolsa,Não avaliado,,,0.0,Ingressante,,,,,
2504,Escola Pública,,,Não,6.730,,Ágata,,,,8.8,5.3,5.6,6.5,7.0,6.2,10.0,ALUNO-1156,2021,4.0,A,Mantido na Fase atual,,,,,Mantido na Fase atual,,,Nível 4 (9o ano),,Promovido de Fase,Promovido de Fase,,,0.0,Ingressante,,,,,
2505,Escola Pública,,,Não,7.629,,Ametista,,,,7.5,6.7,7.5,7.1,7.5,8.2,10.0,ALUNO-1157,2021,0.0,R,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
2506,,,,,,,,,,,,,,,,,,ALUNO-1158,2021,,,,,,,,,,,,,,,,,,,,,,,
2507,Rede Decisão,,,Não,8.014,,Ametista,,,,8.8,8.3,7.5,8.6,8.3,8.4,5.0,ALUNO-1159,2021,5.0,L,Promovido de Fase,,,,,Promovido de Fase,,,Nível 6 (2o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,-1.0,Veterano,,,,,
2508,Escola Pública,,,Não,7.130,,Ametista,,,,7.9,5.8,7.5,5.8,8.0,7.4,10.0,ALUNO-1160,2021,4.0,A,Mantido na Fase atual,,,,,Promovido de Fase + Bolsa,,,Nível 4 (9o ano),,Promovido de Fase,Promovido de Fase + Bolsa,,,0.0,Ingressante,,,,,
2509,Escola Pública,,,Não,6.458,,Ágata,,,,7.9,6.1,3.8,6.9,5.8,8.1,5.0,ALUNO-1161,2021,3.0,L,Não avaliado,,,,,Promovido de Fase,,,Nível 5 (1o EM),,Promovido de Fase,Promovido de Fase,,,-2.0,Veterano,,,,,
2510,,,,,,,,,,,,,,,,,,ALUNO-1162,2021,,,,,,,,,,,,,,,,,,,,,,,
2511,,,,,,,,,,,,,,,,,,ALUNO-1163,2021,,,,,,,,,,,,,,,,,,,,,,,
2512,Escola Pública,,,Não,6.571,,Ágata,,,,9.0,5.0,7.5,6.2,7.5,7.2,5.0,ALUNO-1164,2021,0.0,S,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Mantido na Fase atual,Não avaliado,,,-1.0,Ingressante,,,,,
2513,Escola Pública,,,Não,7.765,,Ametista,,,,7.9,8.6,7.5,7.2,7.7,8.9,5.0,ALUNO-1165,2021,3.0,F,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 4 (9o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
2514,Escola Pública,,,Não,3.979,,Quartzo,,,,0.0,2.1,6.9,3.5,5.4,5.7,5.0,ALUNO-1166,2021,2.0,E,Não avaliado,,,,,Mantido na Fase atual,,,Nível 4 (9o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-2.0,Veterano,,,,,
2515,Escola Pública,,,Não,6.294,,Ágata,,,,10.0,6.3,7.5,1.8,6.9,6.2,10.0,ALUNO-1167,2021,2.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Veterano,,,,,
2516,Escola Pública,,,Sim,8.104,,Ametista,,,,9.5,9.6,7.5,6.9,8.1,9.0,5.0,ALUNO-1168,2021,1.0,M,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,-2.0,Veterano,,,,,
2517,,,,,,,,,,,,,,,,,,ALUNO-1169,2021,,,,,,,,,,,,,,,,,,,,,,,
2518,Escola Pública,,,Não,4.275,,Quartzo,,,,9.5,1.3,8.1,0.0,7.3,5.2,5.0,ALUNO-1170,2021,1.0,E,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2519,Rede Decisão,,,Sim,9.025,,Topázio,,,,8.8,8.9,6.3,9.2,9.2,9.9,10.0,ALUNO-1171,2021,3.0,F,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase + Bolsa,Promovido de Fase,,,0.0,Veterano,,,,,
2520,,,,,,,,,,,,,,,,,,ALUNO-1172,2021,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,ALUNO-1173,2021,,,,,,,,,,,,,,,,,,,,,,,
2522,Rede Decisão,,,Não,6.775,,Ágata,,,,8.3,7.2,3.8,6.0,6.7,6.3,10.0,ALUNO-1174,2021,6.0,C,Promovido de Fase,,,,,Promovido de Fase,,,Nível 6 (2o EM),,Mantido na Fase atual,Promovido de Fase + Bolsa,,,0.0,Veterano,,,,,
2523,Escola Pública,,,Não,5.915,,Ágata,,,,8.0,6.3,7.5,2.2,8.4,6.7,5.0,ALUNO-1175,2021,1.0,J,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Não avaliado,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2524,Rede Decisão,,,Sim,8.003,,Ametista,,,,9.2,6.9,8.1,8.5,8.4,9.3,5.0,ALUNO-1176,2021,5.0,B,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 6 (2o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,-1.0,Veterano,,,,,
